0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
0.000, 0.000, 0, 0.000, 0.000, -1003181360
